,T,p,rho
8835,0.20559664299051783,0.9922423250952458,0.9184442311656057
8836,0.644563129787962,0.5963351404901176,0.7018671127209808
8837,0.09046321794853684,0.7667040285184892,0.9652166720267248
8838,0.7192836784803298,0.77834221310467,0.6633213205593658
8839,0.6176538365403049,0.9345490800130977,0.7278627631361431
8840,0.47376416895854223,0.960086055879852,0.801766497482173
8841,0.6130022093979173,0.03624451229650094,0.008163076400057558
8842,0.4243136821409603,0.8024655537871761,0.8216895014411016
8843,0.6488621050110067,0.9833860827136467,0.7125805738518409
8844,0.3604927461938984,0.2804107742744686,0.8440804178219592
8845,0.6273996174417797,0.5574812318784331,0.7120019675721282
8846,0.15426738553732966,0.2779048154489203,0.9348473366268673
8847,0.6372418167988273,0.4588962801840456,0.6952530313205697
8848,0.18686896189430224,0.09482161162042912,0.9196836800333452
8849,0.9505512763835187,0.38957215376712506,0.09051125553663794
8850,0.8954052914351827,0.2781157125541279,0.0712630308426042
8851,0.7258140742620647,0.7970449287007946,0.6605210948341902
8852,0.6567785585459324,0.4648352892119313,0.682788128718546
8853,0.511603883959638,0.28080718868401644,0.7692075366570132
8854,0.5693818235523311,0.7781183976693514,0.7514865417411785
8855,0.21949984724791327,0.23721894172200353,0.9067386962032014
8856,0.1956744092951287,0.9360393624651423,0.9221956039703518
8857,0.9453624672377674,0.9413545526956899,0.47465527667354346
8858,0.0974590616175004,0.3946827220348207,0.9597771539567277
8859,0.5315296175063244,0.1308209625531227,0.755646239379691
8860,0.944314139137124,0.19277023706160845,0.04440819579431546
8861,0.3617842191135693,0.5244198979453435,0.8467469796514813
8862,0.6403754932472504,0.2747671625299546,0.6920355714777721
8863,0.2726475799590182,0.1846109074966258,0.8829133239278075
8864,0.9606855507990344,0.4988249690385479,0.21805482854916194
8865,0.2872056469227675,0.989074989261181,0.8842258981374649
8866,0.18180215413505818,0.15975059336529562,0.9222921323368705
8867,0.3878931677189209,0.1856960821055209,0.8299755606308987
8868,0.2093096056630347,0.8448727271118988,0.9158233532393252
8869,0.8301448085919408,0.15242577678918823,0.03505662381312688
8870,0.9722155295833325,0.8242779754648928,0.39328225577547155
8871,0.7253200918887437,0.39088905981421707,0.6199522869991143
8872,0.7691439436915233,0.27978894594358084,0.5835920135675066
8873,0.18011088549375787,0.35053262785114636,0.9244700916919103
8874,0.8042934442140639,0.6176824388828426,0.5691322637240547
8875,0.8764912227330888,0.7994758829631317,0.529023469359701
8876,0.49108107940260237,0.14564739325306697,0.7783383428999814
8877,0.3184440978097013,0.8316713584730567,0.8695808298575093
8878,0.9966346495064737,0.08420699760260608,0.012565762922536743
8879,0.45156633825326375,0.9611214822102173,0.8121038404127554
8880,0.6435795648193973,0.9723798856972613,0.7150389450870858
8881,0.7831182725363147,0.20285604376927324,0.05245473521039278
8882,0.6001857473900739,0.3794082679688968,0.7243748027949484
8883,0.5527827979812228,0.5374387736500531,0.754199288306598
8884,0.057667609775574835,0.21157364595374129,0.9758436263704203
8885,0.22349036828513935,0.3087647985365859,0.9055695750458346
8886,0.09423019636490837,0.3427640844175881,0.9608529766006507
8887,0.6332293387970043,0.4303293107313739,0.7004154885691359
8888,0.7453745912608776,0.13177953683194854,0.029291774559911304
8889,0.6096134234370503,0.005767636427738587,0.0009099663745920643
8890,0.25406171110015807,0.8656952705415945,0.897222016587641
8891,0.018877498249210478,0.034371406055988096,0.9919013920655906
8892,0.23765555510764402,0.4826462036523882,0.9008056518829697
8893,0.5701064249973701,0.7924083819575527,0.7514609283511258
8894,0.34850016220232016,0.552139585149884,0.8531389481908735
8895,0.3147981090652958,0.6357734469572234,0.869133616758618
8896,0.8998153454512523,0.8038347194158618,0.5041617618079957
8897,0.5591979785793363,0.17455257398115243,0.7410236254792002
8898,0.30342677326577183,0.2912813709952473,0.8705375094038841
8899,0.7365183394957778,0.7694093692518539,0.6501906493698446
8900,0.3783644615380378,0.2996907336184931,0.835790436552142
